model_id	author	last_modified	downloads	likes	tags	model_type	library_name	pipeline_tag	description	Hugging Face Link	Study Name	Abbreviation	Search Term
jlbaker361/denoise_epsilon_clip_1.0_0.0001_1000_deep_identity			1958	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1.0_0.0001_1000_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1_0.001_500_deep_identity			1803	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1_0.001_500_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1.0_0.001_1000_deep_identity			1798	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1.0_0.001_1000_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1.0_0.001_500_deep_identity			1782	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1.0_0.001_500_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1.0_0.0001_500_deep_identity			1662	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1.0_0.0001_500_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1.0_0.0001_1000_identity			1572	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1.0_0.0001_1000_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1.0_0.0001_500_identity			1463	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1.0_0.0001_500_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1_0.0001_500_deep_identity			1463	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1_0.0001_500_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1.0_0.001_500_identity			1373	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1.0_0.001_500_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1_0.0001_1000_deep_identity			1197	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1_0.0001_1000_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
EarthnDusk/Osea-Identity2023			731	0	diffusers, stable diffusion, merged models, anime, comics, text-generation, en, dataset:EarthnDusk/Embeddings_SD15, base_model:stable-diffusion-v1-5/stable-diffusion-v1-5, base_model:finetune:stable-diffusion-v1-5/stable-diffusion-v1-5, license:creativeml-openrail-m, region:us		diffusers	text-generation		https://huggingface.co/EarthnDusk/Osea-Identity2023	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1_0.001_1000_deep_identity			712	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1_0.001_1000_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1_0.0001_500_identity			591	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1_0.0001_500_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/pre_denoise_epsilon_clip_1_0.0001_1000_deep_identity			366	0	region:us					https://huggingface.co/jlbaker361/pre_denoise_epsilon_clip_1_0.0001_1000_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1_0.001_1000_identity			344	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1_0.001_1000_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1_0.001_500_identity			337	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1_0.001_500_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/post_denoise_epsilon_clip_1_0.0001_1000_deep_identity			269	0	region:us					https://huggingface.co/jlbaker361/post_denoise_epsilon_clip_1_0.0001_1000_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
Mridul2003/identity-hate-detector			173	0	safetensors, bert, base_model:unitary/toxic-bert, base_model:finetune:unitary/toxic-bert, region:us					https://huggingface.co/Mridul2003/identity-hate-detector	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/pre_denoise_epsilon_clip_1_0.001_1000_deep_identity			153	0	region:us					https://huggingface.co/jlbaker361/pre_denoise_epsilon_clip_1_0.001_1000_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/post_denoise_epsilon_clip_1_0.001_1000_deep_identity			152	0	region:us					https://huggingface.co/jlbaker361/post_denoise_epsilon_clip_1_0.001_1000_deep_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_v_prediction_clip_1.0_0.0001_1000_deep_identity_lcm			149	0	region:us					https://huggingface.co/jlbaker361/denoise_v_prediction_clip_1.0_0.0001_1000_deep_identity_lcm	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_v_prediction_clip_1.0_0.001_1000_deep_identity_lcm_post_lora			145	0	region:us					https://huggingface.co/jlbaker361/denoise_v_prediction_clip_1.0_0.001_1000_deep_identity_lcm_post_lora	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_epsilon_clip_1_0.0001_1000_identity			144	0	region:us					https://huggingface.co/jlbaker361/denoise_epsilon_clip_1_0.0001_1000_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_v_prediction_clip_1.0_0.001_1000_deep_identity_lcm			142	0	region:us					https://huggingface.co/jlbaker361/denoise_v_prediction_clip_1.0_0.001_1000_deep_identity_lcm	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_v_prediction_clip_1.0_0.001_1000_deep_identity_lcm_pre_lora			136	0	region:us					https://huggingface.co/jlbaker361/denoise_v_prediction_clip_1.0_0.001_1000_deep_identity_lcm_pre_lora	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_v_prediction_clip_1.0_0.0001_1000_deep_identity_lcm_post_lora			136	0	region:us					https://huggingface.co/jlbaker361/denoise_v_prediction_clip_1.0_0.0001_1000_deep_identity_lcm_post_lora	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
Bazze/identity-grouper-v5-0			89	0	sentence-transformers, safetensors, modernbert, feature-extraction, autotrain_compatible, endpoints_compatible, region:us		sentence-transformers	feature-extraction		https://huggingface.co/Bazze/identity-grouper-v5-0	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/denoise_v_prediction_clip_1.0_0.0001_1000_deep_identity_lcm_pre_lora			86	0	region:us					https://huggingface.co/jlbaker361/denoise_v_prediction_clip_1.0_0.0001_1000_deep_identity_lcm_pre_lora	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
mradermacher/Identity-8b-001-GGUF			69	0	transformers, gguf, llama-factory, en, base_model:TheMindExpansionNetwork/Identity-8b-001, base_model:quantized:TheMindExpansionNetwork/Identity-8b-001, endpoints_compatible, region:us, conversational		transformers			https://huggingface.co/mradermacher/Identity-8b-001-GGUF	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
artianand/gender_identity_adapter_xlm_roberta_large_race_custom_loss_batch_8			67	0	adapter-transformers, xlm-roberta, region:us		adapter-transformers			https://huggingface.co/artianand/gender_identity_adapter_xlm_roberta_large_race_custom_loss_batch_8	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
artianand/gender_identity_adapter_deberta_v3_large_race_standard_loss_batch_8			66	0	adapter-transformers, deberta-v2, region:us		adapter-transformers			https://huggingface.co/artianand/gender_identity_adapter_deberta_v3_large_race_standard_loss_batch_8	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
dougiefresh/jade_qwen_4b_identity_adapter			65	0	peft, safetensors, qwen3, generated_from_trainer, dataset:dougiefresh/jade_identity, base_model:Qwen/Qwen3-4B, base_model:adapter:Qwen/Qwen3-4B, license:apache-2.0, region:us		peft			https://huggingface.co/dougiefresh/jade_qwen_4b_identity_adapter	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
Mridul2003/identity-hate-model			65	0	safetensors, bert, region:us					https://huggingface.co/Mridul2003/identity-hate-model	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
umutbozdag/plant-identity			55	4	transformers, tensorboard, safetensors, vit, image-classification, pytorch, huggingpics, model-index, autotrain_compatible, endpoints_compatible, region:us		transformers	image-classification		https://huggingface.co/umutbozdag/plant-identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
artianand/gender_identity_adapter_deberta_v3_large_race_custom_loss_less_adapter_categories_batch_8			54	0	adapter-transformers, deberta-v2, region:us		adapter-transformers			https://huggingface.co/artianand/gender_identity_adapter_deberta_v3_large_race_custom_loss_less_adapter_categories_batch_8	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
datapaf/ot_zett_deepseek_identity_racket			53	0	transformers, safetensors, llama, text-generation, arxiv:1910.09700, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/datapaf/ot_zett_deepseek_identity_racket	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
EarthnDusk/IdentityDisorder-Mix			52	1	diffusers, stable diffusion, anime, text-to-image, en, license:creativeml-openrail-m, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us		diffusers	text-to-image		https://huggingface.co/EarthnDusk/IdentityDisorder-Mix	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
Shweta-singh/gender_identity_adapter_exp_mh_true			50	0	adapter-transformers, roberta, region:us		adapter-transformers			https://huggingface.co/Shweta-singh/gender_identity_adapter_exp_mh_true	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
mychen76/llama3_identity			47	0	transformers, safetensors, llama, text-generation, llama-factory, conversational, arxiv:1910.09700, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/mychen76/llama3_identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
nifleisch/flux-identity-lora			46	0	region:us					https://huggingface.co/nifleisch/flux-identity-lora	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
Blablablab/10dimensions-identity			43	0	transformers, pytorch, bert, text-classification, license:cc-by-4.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/Blablablab/10dimensions-identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
Shweta-singh/gender_identity_adapter_exp2			43	0	adapter-transformers, roberta, region:us		adapter-transformers			https://huggingface.co/Shweta-singh/gender_identity_adapter_exp2	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
mekongai/Llama3.1-8B-Identity-TrucLinh			42	0	transformers, safetensors, llama, text-generation, llama-factory, conversational, arxiv:1910.09700, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/mekongai/Llama3.1-8B-Identity-TrucLinh	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
Cameron/BERT-jigsaw-identityhate			41	0	transformers, pytorch, jax, bert, text-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/Cameron/BERT-jigsaw-identityhate	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
identityailabs-com/fine-tuned-stable-diff			41	0	diffusers, safetensors, region:us		diffusers			https://huggingface.co/identityailabs-com/fine-tuned-stable-diff	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
mradermacher/Opeai_QZV2_Identity_Qwen2.5-72B-Instruct-i1-GGUF			40	0	transformers, gguf, en, base_model:IRUCAAI/Opeai_QZV2_Identity_Qwen2.5-72B-Instruct, base_model:quantized:IRUCAAI/Opeai_QZV2_Identity_Qwen2.5-72B-Instruct, endpoints_compatible, region:us, imatrix, conversational		transformers			https://huggingface.co/mradermacher/Opeai_QZV2_Identity_Qwen2.5-72B-Instruct-i1-GGUF	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
keremp/bert-base-em-identity			34	0	transformers, pytorch, bert, text-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/keremp/bert-base-em-identity	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
BGraver/90_identity_pAgo			32	0	transformers, safetensors, progen, text-generation, custom_code, autotrain_compatible, region:us		transformers	text-generation		https://huggingface.co/BGraver/90_identity_pAgo	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
jlbaker361/reward_v_prediction_clip_1.0_0.001_1000_deep_identity_lcm			31	0	region:us					https://huggingface.co/jlbaker361/reward_v_prediction_clip_1.0_0.001_1000_deep_identity_lcm	Effect of Semagacestat in Alzheimer's Disease	IDENTITY	"""IDENTITY"""
adonaivera/siglip-person-search-openset			153	1	pytorch, safetensors, siglip, image-feature-extraction, image-text-retrieval, multimodal, person-search, en, dataset:custom, license:apache-2.0, region:us			image-feature-extraction		https://huggingface.co/adonaivera/siglip-person-search-openset	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
UKP-SQuARE/MADE_SearchQA_Adapter			17	0	adapter-transformers, question-answering, en, dataset:mrqa, license:mit, region:us		adapter-transformers	question-answering		https://huggingface.co/UKP-SQuARE/MADE_SearchQA_Adapter	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
seand0101/segformer-b0-finetuned-ade20k-manggarai_rivergate			10	0	transformers, tensorboard, safetensors, segformer, generated_from_trainer, base_model:nvidia/segformer-b0-finetuned-ade-512-512, base_model:finetune:nvidia/segformer-b0-finetuned-ade-512-512, endpoints_compatible, region:us		transformers			https://huggingface.co/seand0101/segformer-b0-finetuned-ade20k-manggarai_rivergate	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
seand0101/segformer-b0-finetuned-ade20k-manggarai_rivergate_2			10	0	transformers, tensorboard, safetensors, segformer, generated_from_trainer, base_model:nvidia/segformer-b0-finetuned-ade-512-512, base_model:finetune:nvidia/segformer-b0-finetuned-ade-512-512, license:other, endpoints_compatible, region:us		transformers			https://huggingface.co/seand0101/segformer-b0-finetuned-ade20k-manggarai_rivergate_2	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
seand0101/segformer-b0-finetuned-ade20k-manggarai_rivergate_6			10	0	transformers, tensorboard, safetensors, segformer, generated_from_trainer, dataset:seand0101/segformer-b0-finetuned-ade-512-512-manggarai-watergate, base_model:nvidia/segformer-b0-finetuned-ade-512-512, base_model:finetune:nvidia/segformer-b0-finetuned-ade-512-512, license:other, endpoints_compatible, region:us		transformers			https://huggingface.co/seand0101/segformer-b0-finetuned-ade20k-manggarai_rivergate_6	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
UKP-SQuARE/SearchQA_Adapter_RoBERTa			8	0	adapter-transformers, question-answering, en, dataset:mrqa, license:mit, region:us		adapter-transformers	question-answering		https://huggingface.co/UKP-SQuARE/SearchQA_Adapter_RoBERTa	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
Anonymous-adhj2383/SearchSimulation_3B			8	1	safetensors, qwen2, region:us					https://huggingface.co/Anonymous-adhj2383/SearchSimulation_3B	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
Anonymous-adhj2383/SearchSimulation_14B			8	1	safetensors, qwen2, region:us					https://huggingface.co/Anonymous-adhj2383/SearchSimulation_14B	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
Anonymous-adhj2383/SearchSimulation_7B			7	0	safetensors, qwen2, region:us					https://huggingface.co/Anonymous-adhj2383/SearchSimulation_7B	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
seanlawless/AdamGontier			0	0	region:us					https://huggingface.co/seanlawless/AdamGontier	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
rayzox57/SeaMan_Adult_Gillmen_RVC			0	0	license:openrail, region:us					https://huggingface.co/rayzox57/SeaMan_Adult_Gillmen_RVC	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
adilgupta/code-search-net-tokenizer			0	0	transformers, arxiv:1910.09700, endpoints_compatible, region:us		transformers			https://huggingface.co/adilgupta/code-search-net-tokenizer	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
AkashMnd/Seamless_llama_adapter			0	0	safetensors, license:mit, region:us					https://huggingface.co/AkashMnd/Seamless_llama_adapter	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
Sean19/mistral_lora_clm_with_added_tokens			0	0	transformers, safetensors, arxiv:1910.09700, endpoints_compatible, region:us		transformers			https://huggingface.co/Sean19/mistral_lora_clm_with_added_tokens	Seattle Alzheimer's Disease Brain Cell Atlas	SEA-AD	"""SEA-AD"""
